Date,Shift_Name,Staff_ID,Shift_Start,Shift_End
2022-11-02,Morning,0f1259e0,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,a748dbcf,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,614ff3d7,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,ab9099a4,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,a6f2f7b8,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,d777a477,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,d9f195d0,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,bf3c4c06,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,1ca35cfb,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,c1590f53,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,bb026576,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,a491f0b2,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,7a0ecfea,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Morning,4b22d308,2022-11-02 08:00,2022-11-02 16:00
2022-11-02,Evening,310c0c00,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,77d21e02,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,9132b63e,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,f4188f3f,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,6142ea7d,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,9a1de644,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,a9488d99,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,7b3a4e3e,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,63f2ae24,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Evening,5f987c71,2022-11-02 16:00,2022-11-03 00:00
2022-11-02,Night,d261a7ab,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,6c307511,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,72ff5d2a,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,8b9d2434,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,0ef8c2d6,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,05628059,2022-11-02 00:00,2022-11-02 08:00
2022-11-02,Night,88bd6407,2022-11-02 00:00,2022-11-02 08:00
2022-11-03,Morning,1ca35cfb,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,a6f2f7b8,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,9a1de644,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,f10c718b,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,c1590f53,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,88bd6407,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,a748dbcf,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,d261a7ab,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,ab9099a4,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,1d53434b,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,4b22d308,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,bdd640fb,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,0ef8c2d6,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Morning,7b3a4e3e,2022-11-03 08:00,2022-11-03 16:00
2022-11-03,Evening,a0ee89ae,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,bf3c4c06,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,2369b584,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,05628059,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,759cde66,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,72ff5d2a,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,bb026576,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,5f987c71,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Evening,a9488d99,2022-11-03 16:00,2022-11-04 00:00
2022-11-03,Night,a8b317fa,2022-11-03 00:00,2022-11-03 08:00
2022-11-03,Night,a491f0b2,2022-11-03 00:00,2022-11-03 08:00
2022-11-03,Night,28f49481,2022-11-03 00:00,2022-11-03 08:00
2022-11-03,Night,474a493b,2022-11-03 00:00,2022-11-03 08:00
2022-11-03,Night,f8cda88b,2022-11-03 00:00,2022-11-03 08:00
2022-11-03,Night,b02b61c4,2022-11-03 00:00,2022-11-03 08:00
2022-11-04,Morning,f10c718b,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,88bd6407,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,2a45c2ab,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,ab9099a4,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,4b22d308,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,d9f195d0,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,05628059,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,bdd640fb,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,77d21e02,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,fa5d3100,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,5f987c71,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Morning,7a0ecfea,2022-11-04 08:00,2022-11-04 16:00
2022-11-04,Evening,d777a477,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,1d53434b,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,93829b43,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,0ef8c2d6,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,3da9c2a9,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,dfde4fbf,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Evening,bf3c4c06,2022-11-04 16:00,2022-11-05 00:00
2022-11-04,Night,6c307511,2022-11-04 00:00,2022-11-04 08:00
2022-11-04,Night,6142ea7d,2022-11-04 00:00,2022-11-04 08:00
2022-11-04,Night,b02b61c4,2022-11-04 00:00,2022-11-04 08:00
2022-11-04,Night,614ff3d7,2022-11-04 00:00,2022-11-04 08:00
2022-11-05,Morning,93829b43,2022-11-05 08:00,2022-11-05 16:00
2022-11-05,Morning,d9f195d0,2022-11-05 08:00,2022-11-05 16:00
2022-11-05,Morning,77d21e02,2022-11-05 08:00,2022-11-05 16:00
2022-11-05,Morning,a9488d99,2022-11-05 08:00,2022-11-05 16:00
2022-11-05,Morning,8b9d2434,2022-11-05 08:00,2022-11-05 16:00
2022-11-05,Evening,759cde66,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,a748dbcf,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,05628059,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,72ff5d2a,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,bf3c4c06,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,28f49481,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,88bd6407,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,7a0ecfea,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,bb026576,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Evening,2a45c2ab,2022-11-05 16:00,2022-11-06 00:00
2022-11-05,Night,0f1259e0,2022-11-05 00:00,2022-11-05 08:00
2022-11-05,Night,ab9099a4,2022-11-05 00:00,2022-11-05 08:00
2022-11-05,Night,d261a7ab,2022-11-05 00:00,2022-11-05 08:00
2022-11-05,Night,fa5d3100,2022-11-05 00:00,2022-11-05 08:00
2022-11-05,Night,474a493b,2022-11-05 00:00,2022-11-05 08:00
2022-11-05,Night,0ef8c2d6,2022-11-05 00:00,2022-11-05 08:00
2022-11-06,Morning,9a1de644,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,28f49481,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,bb026576,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,6142ea7d,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,5f987c71,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,3da9c2a9,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,a9488d99,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,a0ee89ae,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Morning,c1590f53,2022-11-06 08:00,2022-11-06 16:00
2022-11-06,Evening,1ca35cfb,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,474a493b,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,d261a7ab,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,759cde66,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,f10c718b,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,4b22d308,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,a6f2f7b8,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Evening,0ef8c2d6,2022-11-06 16:00,2022-11-07 00:00
2022-11-06,Night,2369b584,2022-11-06 00:00,2022-11-06 08:00
2022-11-07,Morning,a8b317fa,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,2a45c2ab,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,d261a7ab,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,a491f0b2,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,88bd6407,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,c1590f53,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,a748dbcf,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,0ef8c2d6,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,63f2ae24,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,3da9c2a9,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,474a493b,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,7a0ecfea,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,a9488d99,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Morning,6c307511,2022-11-07 08:00,2022-11-07 16:00
2022-11-07,Evening,72ff5d2a,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,b02b61c4,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,1d53434b,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,f8cda88b,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,9132b63e,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,6142ea7d,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,0f1259e0,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,dfde4fbf,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,bdd640fb,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,4b22d308,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Evening,f10c718b,2022-11-07 16:00,2022-11-08 00:00
2022-11-07,Night,d9f195d0,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,bb026576,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,9a1de644,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,93829b43,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,7b3a4e3e,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,759cde66,2022-11-07 00:00,2022-11-07 08:00
2022-11-07,Night,8b9d2434,2022-11-07 00:00,2022-11-07 08:00
2022-11-08,Morning,1ca35cfb,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,d261a7ab,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,93829b43,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,a8b317fa,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,f10c718b,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,28f49481,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,bb026576,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,88bd6407,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,fa5d3100,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,d9f195d0,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Morning,a6f2f7b8,2022-11-08 08:00,2022-11-08 16:00
2022-11-08,Evening,77d21e02,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,a748dbcf,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,5f987c71,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,bf3c4c06,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,4b22d308,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,0f1259e0,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,9132b63e,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,6142ea7d,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Evening,ab9099a4,2022-11-08 16:00,2022-11-09 00:00
2022-11-08,Night,0ef8c2d6,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,a491f0b2,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,6c307511,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,f8cda88b,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,c1590f53,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,a9488d99,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,3da9c2a9,2022-11-08 00:00,2022-11-08 08:00
2022-11-08,Night,bdd640fb,2022-11-08 00:00,2022-11-08 08:00
2022-11-09,Morning,9132b63e,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,a748dbcf,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,88bd6407,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,d777a477,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,1ca35cfb,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,614ff3d7,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,759cde66,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,a491f0b2,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,9a1de644,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,d261a7ab,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,ab9099a4,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,f8cda88b,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,5f987c71,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Morning,0f1259e0,2022-11-09 08:00,2022-11-09 16:00
2022-11-09,Evening,05628059,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,fa5d3100,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,8b9d2434,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,2369b584,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,c1590f53,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,77d21e02,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Evening,f4188f3f,2022-11-09 16:00,2022-11-10 00:00
2022-11-09,Night,bdd640fb,2022-11-09 00:00,2022-11-09 08:00
2022-11-09,Night,6142ea7d,2022-11-09 00:00,2022-11-09 08:00
2022-11-09,Night,bf3c4c06,2022-11-09 00:00,2022-11-09 08:00
2022-11-09,Night,474a493b,2022-11-09 00:00,2022-11-09 08:00
2022-11-09,Night,72ff5d2a,2022-11-09 00:00,2022-11-09 08:00
2022-11-09,Night,6c307511,2022-11-09 00:00,2022-11-09 08:00
2022-11-10,Morning,ab9099a4,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,05628059,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,f4188f3f,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,614ff3d7,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,9132b63e,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,6c307511,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,2369b584,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,0ef8c2d6,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,a9488d99,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,d777a477,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,2a45c2ab,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,474a493b,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,9a1de644,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,0f1259e0,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,310c0c00,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Morning,72ff5d2a,2022-11-10 08:00,2022-11-10 16:00
2022-11-10,Evening,b02b61c4,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,d9f195d0,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,759cde66,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,bdd640fb,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,8b9d2434,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,bf3c4c06,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,1ca35cfb,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,5f987c71,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Evening,93829b43,2022-11-10 16:00,2022-11-11 00:00
2022-11-10,Night,a6f2f7b8,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,f8cda88b,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,a8b317fa,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,77d21e02,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,d261a7ab,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,a0ee89ae,2022-11-10 00:00,2022-11-10 08:00
2022-11-10,Night,7b3a4e3e,2022-11-10 00:00,2022-11-10 08:00
2022-11-11,Morning,93829b43,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,dfde4fbf,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,1d53434b,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,6c307511,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,9a1de644,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,d777a477,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,72ff5d2a,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,2369b584,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,f8cda88b,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,28f49481,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,614ff3d7,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Morning,88bd6407,2022-11-11 08:00,2022-11-11 16:00
2022-11-11,Evening,d9f195d0,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,63f2ae24,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,fa5d3100,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,f4188f3f,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,d261a7ab,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,759cde66,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,f10c718b,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,1ca35cfb,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,0f1259e0,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,0ef8c2d6,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Evening,bf3c4c06,2022-11-11 16:00,2022-11-12 00:00
2022-11-11,Night,b02b61c4,2022-11-11 00:00,2022-11-11 08:00
2022-11-11,Night,9132b63e,2022-11-11 00:00,2022-11-11 08:00
2022-11-11,Night,4b22d308,2022-11-11 00:00,2022-11-11 08:00
2022-11-11,Night,5f987c71,2022-11-11 00:00,2022-11-11 08:00
2022-11-11,Night,bb026576,2022-11-11 00:00,2022-11-11 08:00
2022-11-11,Night,a748dbcf,2022-11-11 00:00,2022-11-11 08:00
2022-11-12,Morning,a6f2f7b8,2022-11-12 08:00,2022-11-12 16:00
2022-11-12,Morning,bdd640fb,2022-11-12 08:00,2022-11-12 16:00
2022-11-12,Morning,bf3c4c06,2022-11-12 08:00,2022-11-12 16:00
2022-11-12,Morning,4b22d308,2022-11-12 08:00,2022-11-12 16:00
2022-11-12,Morning,7b3a4e3e,2022-11-12 08:00,2022-11-12 16:00
2022-11-12,Morning,c1590f53,2022-11-12 08:00,2022-11-12 16:00
